time,street,level,median_length,median_delay,median_speed_kmh,total_records,median_level,day,hours,day_of_week,hour_of_day,street_category,level_category,day_part
2022-07-20 18:00:00,Cibaduyut Raya,5,24.0,-1.0,0.0,60,5.0,Wednesday,18,2,3,0,4,Night
2022-07-20 18:00:00,Ir Haji Juanda,1,1241.0,69.0,23.54,7,1.0,Wednesday,18,2,3,1,0,Night
2022-07-20 18:00:00,Ir Haji Juanda,2,1385.0,109.0,18.45,115,2.0,Wednesday,18,2,3,1,1,Night
2022-07-20 18:00:00,Ir Haji Juanda,3,1884.0,299.0,14.29,89,3.0,Wednesday,18,2,3,1,2,Night
2022-07-20 18:00:00,Ir Haji Juanda,4,1164.0,552.5,5.93,10,4.0,Wednesday,18,2,3,1,3,Night
2022-07-20 18:00:00,Jenderal Ahmad Yani,1,1045.0,41.0,27.26,3,1.0,Wednesday,18,2,3,3,0,Night
2022-07-20 18:00:00,Jenderal Ahmad Yani,2,1318.0,113.0,17.12,47,2.0,Wednesday,18,2,3,3,1,Night
2022-07-20 18:00:00,Jenderal Ahmad Yani,3,1187.0,222.0,12.04,121,3.0,Wednesday,18,2,3,3,2,Night
2022-07-20 18:00:00,Jenderal AH Nasution,1,1963.0,99.5,27.735,8,1.0,Wednesday,18,2,3,2,0,Night
2022-07-20 18:00:00,Jenderal Ibrahim Adjie,1,1116.0,60.0,27.785,6,1.0,Wednesday,18,2,3,4,0,Night
2022-07-20 18:00:00,Jenderal AH Nasution,2,1599.0,99.0,21.35,97,2.0,Wednesday,18,2,3,2,1,Night
2022-07-20 18:00:00,Jenderal Ibrahim Adjie,2,1154.0,86.0,19.36,93,2.0,Wednesday,18,2,3,4,1,Night
2022-07-20 18:00:00,Jenderal AH Nasution,3,2163.0,272.5,14.925,98,3.0,Wednesday,18,2,3,2,2,Night
2022-07-20 18:00:00,Jenderal AH Nasution,4,1441.0,456.0,9.03,5,4.0,Wednesday,18,2,3,2,3,Night
2022-07-20 18:00:00,Jenderal Ibrahim Adjie,3,722.0,172.0,10.67,57,3.0,Wednesday,18,2,3,4,2,Night
2022-07-20 18:00:00,Jenderal Ibrahim Adjie,4,563.0,297.0,5.74,29,4.0,Wednesday,18,2,3,4,3,Night
2022-07-20 18:00:00,KH Wahid Hasyim,1,1008.0,79.5,18.86,10,1.0,Wednesday,18,2,3,5,0,Night
2022-07-20 18:00:00,KH Wahid Hasyim,2,823.0,85.0,18.22,103,2.0,Wednesday,18,2,3,5,1,Night
2022-07-20 18:00:00,KH Wahid Hasyim,3,944.0,121.0,14.61,11,3.0,Wednesday,18,2,3,5,2,Night
2022-07-20 18:00:00,KH Wahid Hasyim,4,177.0,119.5,4.5550003,8,4.0,Wednesday,18,2,3,5,3,Night
2022-07-20 18:00:00,KH Wahid Hasyim,5,31.0,-1.0,0.0,225,5.0,Wednesday,18,2,3,5,4,Night
2022-07-20 18:00:00,LLRE Martadinata,1,592.0,64.0,15.86,8,1.0,Wednesday,18,2,3,6,0,Night
2022-07-20 18:00:00,LLRE Martadinata,2,857.0,113.0,14.48,124,2.0,Wednesday,18,2,3,6,1,Night
2022-07-20 18:00:00,LLRE Martadinata,3,858.0,217.0,10.31,49,3.0,Wednesday,18,2,3,6,2,Night
2022-07-20 18:00:00,LLRE Martadinata,4,531.0,298.0,4.84,5,4.0,Wednesday,18,2,3,6,3,Night
2022-07-20 18:00:00,N11 Soekarno-Hatta,1,1521.0,79.0,32.19,45,1.0,Wednesday,18,2,3,7,0,Night
2022-07-20 18:00:00,N11 Soekarno-Hatta,2,1454.0,107.0,23.125,184,2.0,Wednesday,18,2,3,7,1,Night
2022-07-20 18:00:00,N11 Soekarno-Hatta,3,753.0,101.5,14.065001,120,3.0,Wednesday,18,2,3,7,2,Night
2022-07-20 18:00:00,N11 Soekarno-Hatta,4,528.0,184.0,7.64,45,4.0,Wednesday,18,2,3,7,3,Night
2022-07-20 18:00:00,Peta,1,1179.0,73.5,20.150002,6,1.0,Wednesday,18,2,3,8,0,Night
2022-07-20 18:00:00,Peta,2,1179.0,131.5,15.705,34,2.0,Wednesday,18,2,3,8,1,Night
2022-07-20 18:00:00,Peta,3,357.0,89.5,9.985001,24,3.0,Wednesday,18,2,3,8,2,Night
2022-07-20 18:00:00,Peta,4,313.0,181.5,4.545,6,4.0,Wednesday,18,2,3,8,3,Night
2022-07-20 18:00:00,Terusan Buah Batu,1,1682.0,68.0,28.81,1,1.0,Wednesday,18,2,3,9,0,Night
2022-07-20 18:00:00,Terusan Buah Batu,2,1705.0,86.5,21.349998,42,2.0,Wednesday,18,2,3,9,1,Night
2022-07-20 18:00:00,Terusan Buah Batu,3,1572.0,245.5,14.83,24,3.0,Wednesday,18,2,3,9,2,Night
2022-07-20 19:00:00,Cibaduyut Raya,1,1545.0,110.0,20.3,37,1.0,Wednesday,19,2,3,0,0,Night
2022-07-20 19:00:00,Cibaduyut Raya,2,899.5,92.5,18.064999,8,2.0,Wednesday,19,2,3,0,1,Night
2022-07-20 19:00:00,Cibaduyut Raya,5,24.0,-1.0,0.0,60,5.0,Wednesday,19,2,3,0,4,Night
2022-07-20 19:00:00,Ir Haji Juanda,1,1241.0,71.0,24.09,9,1.0,Wednesday,19,2,3,1,0,Night
2022-07-20 19:00:00,Ir Haji Juanda,2,1400.0,90.0,19.7,89,2.0,Wednesday,19,2,3,1,1,Night
2022-07-20 19:00:00,Ir Haji Juanda,3,1038.0,215.5,13.24,60,3.0,Wednesday,19,2,3,1,2,Night
2022-07-20 19:00:00,Ir Haji Juanda,4,832.0,466.5,5.545,34,4.0,Wednesday,19,2,3,1,3,Night
2022-07-20 19:00:00,Jenderal Ahmad Yani,1,1429.0,78.0,22.72,3,1.0,Wednesday,19,2,3,3,0,Night
2022-07-20 19:00:00,Jenderal Ahmad Yani,2,972.5,90.0,19.220001,60,2.0,Wednesday,19,2,3,3,1,Night
2022-07-20 19:00:00,Jenderal Ahmad Yani,3,463.0,116.5,11.105,14,3.0,Wednesday,19,2,3,3,2,Night
2022-07-20 19:00:00,Jenderal AH Nasution,1,1486.0,66.0,28.24,27,1.0,Wednesday,19,2,3,2,0,Night
2022-07-20 19:00:00,Jenderal AH Nasution,2,1732.0,109.5,24.19,74,2.0,Wednesday,19,2,3,2,1,Night
2022-07-20 19:00:00,Jenderal Ibrahim Adjie,4,467.0,294.0,4.8500004,12,4.0,Wednesday,19,2,3,4,3,Night
2022-07-20 19:00:00,Jenderal AH Nasution,3,2274.0,346.0,16.67,45,3.0,Wednesday,19,2,3,2,2,Night
2022-07-20 19:00:00,Jenderal Ibrahim Adjie,1,1390.0,82.0,24.95,11,1.0,Wednesday,19,2,3,4,0,Night
2022-07-20 19:00:00,Jenderal Ibrahim Adjie,2,1390.0,94.0,22.87,35,2.0,Wednesday,19,2,3,4,1,Night
2022-07-20 19:00:00,Jenderal Ibrahim Adjie,3,611.0,114.0,11.18,25,3.0,Wednesday,19,2,3,4,2,Night
2022-07-20 19:00:00,KH Wahid Hasyim,1,896.0,55.0,23.69,12,1.0,Wednesday,19,2,3,5,0,Night
2022-07-20 19:00:00,KH Wahid Hasyim,2,873.0,86.5,17.035,58,2.0,Wednesday,19,2,3,5,1,Night
2022-07-20 19:00:00,KH Wahid Hasyim,3,873.0,192.0,11.0,1,3.0,Wednesday,19,2,3,5,2,Night
2022-07-20 19:00:00,KH Wahid Hasyim,5,31.0,-1.0,0.0,218,5.0,Wednesday,19,2,3,5,4,Night
2022-07-20 19:00:00,LLRE Martadinata,1,951.0,67.0,17.36,13,1.0,Wednesday,19,2,3,6,0,Night
2022-07-20 19:00:00,LLRE Martadinata,2,673.0,80.0,15.945,56,2.0,Wednesday,19,2,3,6,1,Night
2022-07-20 19:00:00,LLRE Martadinata,3,602.0,130.0,10.764999,56,3.0,Wednesday,19,2,3,6,2,Night
2022-07-20 19:00:00,LLRE Martadinata,4,344.0,183.0,5.615,4,4.0,Wednesday,19,2,3,6,3,Night
2022-07-20 19:00:00,N11 Soekarno-Hatta,1,1885.0,73.0,32.74,59,1.0,Wednesday,19,2,3,7,0,Night
2022-07-20 19:00:00,N11 Soekarno-Hatta,2,1759.0,89.0,24.59,116,2.0,Wednesday,19,2,3,7,1,Night
2022-07-20 19:00:00,N11 Soekarno-Hatta,3,652.0,97.0,14.94,65,3.0,Wednesday,19,2,3,7,2,Night
2022-07-20 19:00:00,N11 Soekarno-Hatta,4,227.0,115.0,5.37,23,4.0,Wednesday,19,2,3,7,3,Night
2022-07-20 19:00:00,Peta,2,750.0,81.5,15.79,22,2.0,Wednesday,19,2,3,8,1,Night
2022-07-20 19:00:00,Peta,3,570.0,113.0,10.85,9,3.0,Wednesday,19,2,3,8,2,Night
2022-07-20 19:00:00,Terusan Buah Batu,1,1572.0,68.0,25.43,15,1.0,Wednesday,19,2,3,9,0,Night
2022-07-20 19:00:00,Terusan Buah Batu,2,1200.0,71.0,19.11,37,2.0,Wednesday,19,2,3,9,1,Night
2022-07-20 20:00:00,Peta,2,1246.0,111.5,15.83,14,2.0,Wednesday,20,2,3,8,1,Night
2022-07-20 20:00:00,Cibaduyut Raya,1,1152.0,77.0,21.42,10,1.0,Wednesday,20,2,3,0,0,Night
2022-07-20 20:00:00,Cibaduyut Raya,2,640.0,61.0,17.92,1,2.0,Wednesday,20,2,3,0,1,Night
2022-07-20 20:00:00,Cibaduyut Raya,5,24.0,-1.0,0.0,60,5.0,Wednesday,20,2,3,0,4,Night
2022-07-20 20:00:00,Ir Haji Juanda,1,1073.0,60.0,24.74,12,1.0,Wednesday,20,2,3,1,0,Night
2022-07-20 20:00:00,Ir Haji Juanda,2,1289.5,86.0,20.34,60,2.0,Wednesday,20,2,3,1,1,Night
2022-07-20 20:00:00,Ir Haji Juanda,3,774.0,162.0,12.41,65,3.0,Wednesday,20,2,3,1,2,Night
2022-07-20 20:00:00,Ir Haji Juanda,4,774.0,314.0,6.56,19,4.0,Wednesday,20,2,3,1,3,Night
2022-07-20 20:00:00,Jenderal Ahmad Yani,1,950.0,60.5,21.595,2,1.0,Wednesday,20,2,3,3,0,Night
2022-07-20 20:00:00,Jenderal Ahmad Yani,2,998.5,117.0,16.355,12,2.0,Wednesday,20,2,3,3,1,Night
2022-07-20 20:00:00,Jenderal Ahmad Yani,3,182.0,107.0,5.04,9,3.0,Wednesday,20,2,3,3,2,Night
2022-07-20 20:00:00,Jenderal AH Nasution,1,1287.0,72.0,25.87,19,1.0,Wednesday,20,2,3,2,0,Night
2022-07-20 20:00:00,Jenderal AH Nasution,2,1297.0,90.0,23.75,95,2.0,Wednesday,20,2,3,2,1,Night
2022-07-20 20:00:00,Jenderal AH Nasution,3,1204.0,118.0,19.25,43,3.0,Wednesday,20,2,3,2,2,Night
2022-07-20 20:00:00,Jenderal Ibrahim Adjie,1,1135.0,63.0,25.55,9,1.0,Wednesday,20,2,3,4,0,Night
2022-07-20 20:00:00,Jenderal Ibrahim Adjie,2,1099.0,86.5,21.994999,36,2.0,Wednesday,20,2,3,4,1,Night
2022-07-20 20:00:00,Jenderal Ibrahim Adjie,3,611.0,219.0,9.78,13,3.0,Wednesday,20,2,3,4,2,Night
2022-07-20 20:00:00,KH Wahid Hasyim,1,896.0,49.0,24.04,19,1.0,Wednesday,20,2,3,5,0,Night
2022-07-20 20:00:00,KH Wahid Hasyim,2,1008.0,85.0,18.3,19,2.0,Wednesday,20,2,3,5,1,Night
2022-07-20 20:00:00,KH Wahid Hasyim,5,31.0,-1.0,0.0,217,5.0,Wednesday,20,2,3,5,4,Night
2022-07-20 20:00:00,LLRE Martadinata,2,842.0,103.0,16.22,37,2.0,Wednesday,20,2,3,6,1,Night
2022-07-20 20:00:00,LLRE Martadinata,3,435.0,98.5,9.684999,14,3.0,Wednesday,20,2,3,6,2,Night
2022-07-20 20:00:00,N11 Soekarno-Hatta,1,1535.0,78.0,30.25,10,1.0,Wednesday,20,2,3,7,0,Night
2022-07-20 20:00:00,N11 Soekarno-Hatta,2,1424.0,122.0,19.37,16,2.0,Wednesday,20,2,3,7,1,Night
2022-07-20 20:00:00,N11 Soekarno-Hatta,3,919.0,132.5,14.605,10,3.0,Wednesday,20,2,3,7,2,Night
2022-07-20 20:00:00,N11 Soekarno-Hatta,4,282.0,95.5,6.985,22,4.0,Wednesday,20,2,3,7,3,Night
2022-07-20 20:00:00,LLRE Martadinata,1,1450.0,97.0,19.35,1,1.0,Wednesday,20,2,3,6,0,Night
2022-07-20 20:00:00,Peta,3,572.0,122.5,8.549999,32,3.0,Wednesday,20,2,3,8,2,Night
2022-07-20 20:00:00,Terusan Buah Batu,1,1510.0,80.0,25.22,7,1.0,Wednesday,20,2,3,9,0,Night
2022-07-20 20:00:00,Terusan Buah Batu,2,1230.0,84.0,23.14,31,2.0,Wednesday,20,2,3,9,1,Night
2022-07-20 21:00:00,Ir Haji Juanda,3,970.5,137.0,12.37,52,3.0,Wednesday,21,2,3,1,2,Night
2022-07-20 21:00:00,Ir Haji Juanda,2,914.0,72.5,17.130001,22,2.0,Wednesday,21,2,3,1,1,Night
2022-07-20 21:00:00,Ir Haji Juanda,4,594.0,218.0,7.51,2,4.0,Wednesday,21,2,3,1,3,Night
2022-07-20 21:00:00,Jenderal Ahmad Yani,1,954.0,65.0,22.29,8,1.0,Wednesday,21,2,3,3,0,Night
2022-07-20 21:00:00,Jenderal Ahmad Yani,2,569.0,85.0,14.52,5,2.0,Wednesday,21,2,3,3,1,Night
2022-07-20 21:00:00,Jenderal Ahmad Yani,3,457.0,80.5,13.129999,8,3.0,Wednesday,21,2,3,3,2,Night
2022-07-20 21:00:00,Jenderal AH Nasution,1,1529.0,67.5,27.87,14,1.0,Wednesday,21,2,3,2,0,Night
2022-07-20 21:00:00,Jenderal AH Nasution,2,1178.0,69.0,25.35,8,2.0,Wednesday,21,2,3,2,1,Night
2022-07-20 21:00:00,Jenderal Ibrahim Adjie,2,1095.0,94.0,19.82,23,2.0,Wednesday,21,2,3,4,1,Night
2022-07-20 21:00:00,Jenderal Ibrahim Adjie,3,1115.0,71.0,15.195,2,3.0,Wednesday,21,2,3,4,2,Night
2022-07-20 21:00:00,LLRE Martadinata,2,673.0,94.0,14.76,45,2.0,Wednesday,21,2,3,6,1,Night
2022-07-20 21:00:00,LLRE Martadinata,3,594.0,126.0,10.93,9,3.0,Wednesday,21,2,3,6,2,Night
2022-07-20 21:00:00,LLRE Martadinata,4,353.0,136.0,5.95,1,4.0,Wednesday,21,2,3,6,3,Night
2022-07-20 21:00:00,N11 Soekarno-Hatta,1,1888.0,72.0,35.11,11,1.0,Wednesday,21,2,3,7,0,Night
2022-07-20 21:00:00,N11 Soekarno-Hatta,2,1692.0,120.0,24.455,10,2.0,Wednesday,21,2,3,7,1,Night
2022-07-20 21:00:00,N11 Soekarno-Hatta,3,743.0,117.5,14.469999,28,3.0,Wednesday,21,2,3,7,2,Night
2022-07-20 21:00:00,N11 Soekarno-Hatta,4,256.0,130.0,4.52,3,4.0,Wednesday,21,2,3,7,3,Night
2022-07-20 21:00:00,Peta,3,219.0,93.5,6.505,8,3.0,Wednesday,21,2,3,8,2,Night
2022-07-20 21:00:00,Terusan Buah Batu,2,1642.0,102.5,22.21,12,2.0,Wednesday,21,2,3,9,1,Night
2022-07-20 21:00:00,Cibaduyut Raya,5,24.0,-1.0,0.0,60,5.0,Wednesday,21,2,3,0,4,Night
2022-07-20 21:00:00,KH Wahid Hasyim,5,31.0,-1.0,0.0,229,5.0,Wednesday,21,2,3,5,4,Night
2022-07-20 21:00:00,KH Wahid Hasyim,2,696.0,92.0,15.23,1,2.0,Wednesday,21,2,3,5,1,Night
2022-07-20 22:00:00,Ir Haji Juanda,2,885.0,93.0,16.69,23,2.0,Wednesday,22,2,3,1,1,Night
2022-07-20 22:00:00,Jenderal Ahmad Yani,3,278.0,122.5,6.6949997,10,3.0,Wednesday,22,2,3,3,2,Night
2022-07-20 22:00:00,Jenderal Ahmad Yani,4,244.0,132.0,5.29,1,4.0,Wednesday,22,2,3,3,3,Night
2022-07-20 22:00:00,Jenderal AH Nasution,1,1879.0,82.0,29.54,1,1.0,Wednesday,22,2,3,2,0,Night
2022-07-20 22:00:00,Jenderal AH Nasution,2,1713.0,84.0,28.57,1,2.0,Wednesday,22,2,3,2,1,Night
2022-07-20 22:00:00,Jenderal AH Nasution,3,1881.0,120.5,23.744999,10,3.0,Wednesday,22,2,3,2,2,Night
2022-07-20 22:00:00,Jenderal Ibrahim Adjie,2,1359.0,72.5,23.599998,2,2.0,Wednesday,22,2,3,4,1,Night
2022-07-20 22:00:00,KH Wahid Hasyim,1,999.0,39.0,26.66,8,1.0,Wednesday,22,2,3,5,0,Night
2022-07-20 22:00:00,KH Wahid Hasyim,5,31.0,-1.0,0.0,231,5.0,Wednesday,22,2,3,5,4,Night
2022-07-20 22:00:00,LLRE Martadinata,2,594.0,75.5,14.74,6,2.0,Wednesday,22,2,3,6,1,Night
2022-07-20 22:00:00,LLRE Martadinata,3,456.0,81.0,11.52,9,3.0,Wednesday,22,2,3,6,2,Night
2022-07-20 22:00:00,N11 Soekarno-Hatta,1,1930.0,74.0,34.94,1,1.0,Wednesday,22,2,3,7,0,Night
2022-07-20 22:00:00,N11 Soekarno-Hatta,2,1248.0,74.0,24.53,23,2.0,Wednesday,22,2,3,7,1,Night
2022-07-20 22:00:00,N11 Soekarno-Hatta,3,549.0,105.0,11.775,12,3.0,Wednesday,22,2,3,7,2,Night
2022-07-20 22:00:00,Peta,2,750.0,60.0,18.01,2,2.0,Wednesday,22,2,3,8,1,Night
2022-07-20 22:00:00,Ir Haji Juanda,3,500.5,72.0,12.385,6,3.0,Wednesday,22,2,3,1,2,Night
2022-07-20 22:00:00,Cibaduyut Raya,5,24.0,-1.0,0.0,60,5.0,Wednesday,22,2,3,0,4,Night
2022-07-20 23:00:00,Ir Haji Juanda,1,1522.0,71.0,24.54,2,1.0,Wednesday,23,2,3,1,0,Night
2022-07-20 23:00:00,Ir Haji Juanda,2,1421.0,70.0,24.225,10,2.0,Wednesday,23,2,3,1,1,Night
2022-07-20 23:00:00,Jenderal Ahmad Yani,3,480.0,141.0,8.585,2,3.0,Wednesday,23,2,3,3,2,Night
2022-07-20 23:00:00,Jenderal AH Nasution,2,1330.0,163.0,17.895,8,2.0,Wednesday,23,2,3,2,1,Night
2022-07-20 23:00:00,Jenderal Ibrahim Adjie,3,410.0,98.5,10.46,8,3.0,Wednesday,23,2,3,4,2,Night
2022-07-20 23:00:00,KH Wahid Hasyim,5,31.0,-1.0,0.0,229,5.0,Wednesday,23,2,3,5,4,Night
2022-07-20 23:00:00,N11 Soekarno-Hatta,3,338.0,78.0,9.98,9,3.0,Wednesday,23,2,3,7,2,Night
2022-07-20 23:00:00,N11 Soekarno-Hatta,1,1480.0,62.0,35.22,2,1.0,Wednesday,23,2,3,7,0,Night
2022-07-20 23:00:00,N11 Soekarno-Hatta,2,2567.0,123.5,26.445,6,2.0,Wednesday,23,2,3,7,1,Night
2022-07-20 23:00:00,Cibaduyut Raya,5,24.0,-1.0,0.0,60,5.0,Wednesday,23,2,3,0,4,Night
2022-07-21 00:00:00,KH Wahid Hasyim,5,31.0,-1.0,0.0,229,5.0,Thursday,0,3,0,5,4,Midnight
2022-07-21 00:00:00,Cibaduyut Raya,5,24.0,-1.0,0.0,60,5.0,Thursday,0,3,0,0,4,Midnight
2022-07-21 00:00:00,N11 Soekarno-Hatta,1,1843.0,60.5,38.575,6,1.0,Thursday,0,3,0,7,0,Midnight
2022-07-21 01:00:00,KH Wahid Hasyim,5,31.0,-1.0,0.0,222,5.0,Thursday,1,3,0,5,4,Midnight
2022-07-21 01:00:00,Jenderal Ahmad Yani,3,403.0,111.5,9.290001,8,3.0,Thursday,1,3,0,3,2,Midnight
2022-07-21 01:00:00,Cibaduyut Raya,5,24.0,-1.0,0.0,61,5.0,Thursday,1,3,0,0,4,Midnight
2022-07-21 02:00:00,Jenderal Ahmad Yani,3,403.0,107.5,9.52,4,3.0,Thursday,2,3,0,3,2,Midnight
2022-07-21 02:00:00,Cibaduyut Raya,5,24.0,-1.0,0.0,59,5.0,Thursday,2,3,0,0,4,Midnight
2022-07-21 02:00:00,KH Wahid Hasyim,5,31.0,-1.0,0.0,224,5.0,Thursday,2,3,0,5,4,Midnight
2022-07-21 03:00:00,KH Wahid Hasyim,5,31.0,-1.0,0.0,222,5.0,Thursday,3,3,0,5,4,Midnight
2022-07-21 03:00:00,Cibaduyut Raya,5,24.0,-1.0,0.0,60,5.0,Thursday,3,3,0,0,4,Midnight
2022-07-21 04:00:00,KH Wahid Hasyim,5,31.0,-1.0,0.0,226,5.0,Thursday,4,3,0,5,4,Midnight
2022-07-21 04:00:00,Cibaduyut Raya,5,24.0,-1.0,0.0,60,5.0,Thursday,4,3,0,0,4,Midnight
2022-07-21 05:00:00,Terusan Buah Batu,2,1656.0,117.0,20.45,3,2.0,Thursday,5,3,1,9,1,Morning
2022-07-21 05:00:00,KH Wahid Hasyim,5,31.0,-1.0,0.0,228,5.0,Thursday,5,3,1,5,4,Morning
2022-07-21 05:00:00,Jenderal Ibrahim Adjie,2,1639.0,146.0,20.47,7,2.0,Thursday,5,3,1,4,1,Morning
2022-07-21 05:00:00,Jenderal AH Nasution,2,2007.0,118.0,24.130001,12,2.0,Thursday,5,3,1,2,1,Morning
2022-07-21 05:00:00,Jenderal AH Nasution,1,1301.5,67.5,26.505001,8,1.0,Thursday,5,3,1,2,0,Morning
2022-07-21 05:00:00,Jenderal Ahmad Yani,3,308.0,103.0,8.25,1,3.0,Thursday,5,3,1,3,2,Morning
2022-07-21 05:00:00,Jenderal Ahmad Yani,2,686.0,89.0,15.72,2,2.0,Thursday,5,3,1,3,1,Morning
2022-07-21 05:00:00,Cibaduyut Raya,5,24.0,-1.0,0.0,60,5.0,Thursday,5,3,1,0,4,Morning
2022-07-21 05:00:00,N11 Soekarno-Hatta,1,2091.0,88.0,35.24,5,1.0,Thursday,5,3,1,7,0,Morning
2022-07-21 05:00:00,N11 Soekarno-Hatta,2,701.0,83.0,17.4,5,2.0,Thursday,5,3,1,7,1,Morning
2022-07-21 05:00:00,N11 Soekarno-Hatta,4,227.0,123.0,5.0,3,4.0,Thursday,5,3,1,7,3,Morning
2022-07-21 06:00:00,Ir Haji Juanda,1,845.0,61.0,22.375,2,1.0,Thursday,6,3,1,1,0,Morning
2022-07-21 06:00:00,Ir Haji Juanda,2,868.0,87.5,17.055,10,2.0,Thursday,6,3,1,1,1,Morning
2022-07-21 06:00:00,Ir Haji Juanda,3,551.0,97.5,11.264999,42,3.0,Thursday,6,3,1,1,2,Morning
2022-07-21 06:00:00,Ir Haji Juanda,4,184.0,159.0,3.79,15,4.0,Thursday,6,3,1,1,3,Morning
2022-07-21 06:00:00,Jenderal Ahmad Yani,1,1574.0,89.0,22.68,1,1.0,Thursday,6,3,1,3,0,Morning
2022-07-21 06:00:00,Jenderal Ahmad Yani,2,837.0,76.0,18.935,32,2.0,Thursday,6,3,1,3,1,Morning
2022-07-21 06:00:00,Jenderal Ahmad Yani,3,452.0,119.5,9.809999,50,3.0,Thursday,6,3,1,3,2,Morning
2022-07-21 06:00:00,Jenderal Ahmad Yani,4,452.0,305.0,5.25,15,4.0,Thursday,6,3,1,3,3,Morning
2022-07-21 06:00:00,Jenderal AH Nasution,1,1992.0,88.0,30.05,4,1.0,Thursday,6,3,1,2,0,Morning
2022-07-21 06:00:00,Jenderal AH Nasution,2,2168.0,96.0,24.22,35,2.0,Thursday,6,3,1,2,1,Morning
2022-07-21 06:00:00,Jenderal AH Nasution,3,1837.0,511.0,10.030001,38,3.0,Thursday,6,3,1,2,2,Morning
2022-07-21 06:00:00,KH Wahid Hasyim,5,31.0,-1.0,0.0,220,5.0,Thursday,6,3,1,5,4,Morning
2022-07-21 06:00:00,Jenderal AH Nasution,4,2551.0,991.0,7.99,35,4.0,Thursday,6,3,1,2,3,Morning
2022-07-21 06:00:00,Jenderal Ibrahim Adjie,2,761.0,96.0,15.434999,20,2.0,Thursday,6,3,1,4,1,Morning
2022-07-21 06:00:00,Jenderal Ibrahim Adjie,3,1417.0,233.0,13.63,93,3.0,Thursday,6,3,1,4,2,Morning
2022-07-21 06:00:00,Jenderal Ibrahim Adjie,4,398.0,194.0,6.54,8,4.0,Thursday,6,3,1,4,3,Morning
2022-07-21 06:00:00,LLRE Martadinata,2,625.0,63.0,17.18,7,2.0,Thursday,6,3,1,6,1,Morning
2022-07-21 06:00:00,N11 Soekarno-Hatta,1,2238.0,105.0,32.01,17,1.0,Thursday,6,3,1,7,0,Morning
2022-07-21 06:00:00,N11 Soekarno-Hatta,2,2091.0,138.0,26.295,64,2.0,Thursday,6,3,1,7,1,Morning
2022-07-21 06:00:00,N11 Soekarno-Hatta,3,912.0,155.5,14.700001,72,3.0,Thursday,6,3,1,7,2,Morning
2022-07-21 06:00:00,N11 Soekarno-Hatta,4,794.0,282.5,7.06,40,4.0,Thursday,6,3,1,7,3,Morning
2022-07-21 06:00:00,Peta,2,1191.0,120.0,15.02,5,2.0,Thursday,6,3,1,8,1,Morning
2022-07-21 06:00:00,Peta,3,352.0,78.5,9.88,16,3.0,Thursday,6,3,1,8,2,Morning
2022-07-21 06:00:00,Peta,4,243.0,135.0,5.32,2,4.0,Thursday,6,3,1,8,3,Morning
2022-07-21 06:00:00,Terusan Buah Batu,4,1252.0,490.0,7.61,33,4.0,Thursday,6,3,1,9,3,Morning
2022-07-21 06:00:00,Terusan Buah Batu,3,1407.0,191.0,12.06,51,3.0,Thursday,6,3,1,9,2,Morning
2022-07-21 06:00:00,Cibaduyut Raya,1,1196.0,78.0,21.58,7,1.0,Thursday,6,3,1,0,0,Morning
2022-07-21 06:00:00,Cibaduyut Raya,5,24.0,-1.0,0.0,60,5.0,Thursday,6,3,1,0,4,Morning
2022-07-21 07:00:00,Jenderal Ahmad Yani,4,1062.0,521.5,5.98,4,4.0,Thursday,7,3,1,3,3,Morning
2022-07-21 07:00:00,Jenderal AH Nasution,1,1143.0,69.0,25.06,3,1.0,Thursday,7,3,1,2,0,Morning
2022-07-21 07:00:00,Jenderal AH Nasution,2,858.5,81.5,20.060001,18,2.0,Thursday,7,3,1,2,1,Morning
2022-07-21 07:00:00,Jenderal AH Nasution,3,1270.0,274.0,11.2,123,3.0,Thursday,7,3,1,2,2,Morning
2022-07-21 07:00:00,Jenderal AH Nasution,4,1430.0,492.0,7.93,53,4.0,Thursday,7,3,1,2,3,Morning
2022-07-21 07:00:00,Jenderal Ibrahim Adjie,2,1293.0,110.0,19.99,67,2.0,Thursday,7,3,1,4,1,Morning
2022-07-21 07:00:00,Jenderal Ibrahim Adjie,3,1199.0,178.0,13.06,59,3.0,Thursday,7,3,1,4,2,Morning
2022-07-21 07:00:00,Jenderal Ibrahim Adjie,4,827.0,512.0,5.23,13,4.0,Thursday,7,3,1,4,3,Morning
2022-07-21 07:00:00,KH Wahid Hasyim,1,805.0,40.0,22.494999,2,1.0,Thursday,7,3,1,5,0,Morning
2022-07-21 07:00:00,KH Wahid Hasyim,2,896.0,94.0,17.67,21,2.0,Thursday,7,3,1,5,1,Morning
2022-07-21 07:00:00,KH Wahid Hasyim,3,274.0,93.5,8.025,2,3.0,Thursday,7,3,1,5,2,Morning
2022-07-21 07:00:00,KH Wahid Hasyim,5,31.0,-1.0,0.0,195,5.0,Thursday,7,3,1,5,4,Morning
2022-07-21 07:00:00,LLRE Martadinata,1,592.0,68.0,14.96,4,1.0,Thursday,7,3,1,6,0,Morning
2022-07-21 07:00:00,LLRE Martadinata,2,662.0,101.0,13.61,39,2.0,Thursday,7,3,1,6,1,Morning
2022-07-21 07:00:00,LLRE Martadinata,3,353.0,86.0,9.71,9,3.0,Thursday,7,3,1,6,2,Morning
